epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
1,2.244554396743774,15.540000000000001,64.082,2.219753140258789,16.650000000000002,68.56
2,2.2162611155700684,17.733999999999998,67.92399999999999,2.220548453903198,16.49,69.0
3,2.200107866973877,19.172,70.07,2.190950439834595,18.95,72.59
4,2.1855193309783933,20.308,71.792,2.1798622253417967,20.32,72.39
5,2.166480780792236,22.618,73.452,2.1584765895843505,24.060000000000002,73.08
6,2.154714105682373,23.73,74.698,2.159207363128662,23.72,73.8
7,2.149648632659912,23.952,74.966,2.1419162910461425,26.0,76.44
8,2.138730495300293,25.296000000000003,76.274,2.1527765937805174,23.78,73.56
9,2.138966677856445,25.464,76.0,2.1393623695373534,25.929999999999996,76.3
10,2.131792583618164,25.984,76.91,2.1327416095733644,25.590000000000003,77.4
11,2.132339838104248,25.990000000000002,76.994,2.1192614112854002,27.63,78.43
12,2.128644065628052,26.16,77.22200000000001,2.1257291164398193,27.22,77.23
13,2.1270088401794434,26.744,77.208,2.1230697551727293,27.089999999999996,77.11
14,2.1254086572265627,26.576,77.522,2.1283266651153565,25.97,77.46
15,2.121480980529785,27.07,77.974,2.1234465690612794,27.810000000000002,77.35
16,2.1208350856781006,27.178,77.94,2.1237616939544677,27.26,77.94
17,2.1198400086212157,27.38,78.16199999999999,2.121114362716675,26.939999999999998,77.81
18,2.1178290690612793,27.51,78.158,2.124053224563599,26.55,78.53
19,2.1168296589660645,27.51,78.438,2.1154590404510496,27.339999999999996,78.28
20,2.1152669316864015,27.38,78.81,2.114847236251831,28.23,78.89
21,2.1152357831573485,27.91,78.592,2.1189083576202394,27.67,78.46
22,2.111922772064209,27.938000000000002,78.89399999999999,2.122418151855469,27.439999999999998,77.8
23,2.1167024070739746,27.502,78.328,2.119114814376831,27.18,78.07
24,2.1129092460632326,27.972,78.89,2.1190212364196777,27.310000000000002,78.48
25,2.1097101685333253,28.249999999999996,79.0,2.1124744560241697,27.93,79.01
26,2.1125678742980956,28.061999999999998,78.81,2.114176593017578,27.139999999999997,78.55
27,2.1079373251342775,28.448,79.494,2.109490183258057,28.389999999999997,79.32000000000001
28,2.1081176414489744,28.164,79.348,2.123722355270386,25.759999999999998,78.25999999999999
29,2.109042154922485,28.436,79.39399999999999,2.1201553607940675,26.290000000000003,78.5
30,2.1069526152038573,28.462,79.632,2.12915684967041,26.76,76.7
31,2.1065144548034667,28.474,79.508,2.1271919818878176,28.000000000000004,77.47
32,2.106095994720459,28.644,79.508,2.111205192947388,28.499999999999996,79.57
33,2.106083801879883,28.774,79.524,2.1079595039367676,28.050000000000004,79.75999999999999
34,2.105019341659546,28.748,79.708,2.1179811027526854,27.79,77.73
