epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
78,1.527183945274353,93.4,99.94,1.6049435779571533,83.04,97.86
79,1.5210192461013794,94.06,99.94,1.6063594833374024,82.82000000000001,98.22
80,1.521547220802307,93.88,99.96000000000001,1.6089372589111328,83.04,97.64
81,1.5251302207946777,93.76,99.96000000000001,1.612667546081543,82.44,98.32
82,1.5291371370315552,93.66,99.88,1.6073127786636352,82.78,97.96000000000001
83,1.520801079750061,94.14,99.98,1.607302508354187,82.93,98.15
84,1.5209352716445923,93.88,99.98,1.6085347547531128,82.84,97.76
85,1.5237481786727904,93.58,99.96000000000001,1.6132617015838624,82.86,97.43
86,1.52258452167511,94.34,99.96000000000001,1.611742476272583,82.86,97.58
87,1.5212711170196533,93.89999999999999,99.96000000000001,1.6109006769180299,82.69999999999999,97.86
88,1.526113005065918,93.54,99.92,1.6088438598632813,83.11,97.67
89,1.5235159378051757,93.89999999999999,99.94,1.6092314231872558,82.72,97.97
90,1.5242738075256348,94.12,99.96000000000001,1.612219510269165,83.04,97.35000000000001
91,1.5253405433654785,93.97999999999999,99.94,1.6060389856338502,83.07,97.89999999999999
92,1.5225715475082398,94.02000000000001,99.96000000000001,1.6098048303604127,82.93,97.78
93,1.5224850147247315,93.84,99.96000000000001,1.6107195421218872,82.95,97.5
94,1.5202084497451782,94.22,99.94,1.6094830640792848,82.71,97.89999999999999
95,1.521248427581787,94.04,99.92,1.607295365333557,82.82000000000001,98.05
96,1.5188516809463501,94.28,99.94,1.608805909729004,83.04,97.97
97,1.5238625959396361,93.88,99.94,1.6108890533447267,82.64,97.98
98,1.5262380279541015,93.7,99.92,1.6078851348876952,82.78,98.13
99,1.520129200744629,94.24,99.96000000000001,1.6062521242141723,83.03,97.95
100,1.5185881258010865,94.24,99.9,1.613628581237793,82.44,98.18
