epoch,train_loss,test_acc@1,test_acc@5
1,4.840868761600592,41.120000000000005,89.19
2,4.558745903846545,44.12,91.29
3,4.437234312448746,48.010000000000005,92.97999999999999
4,4.368331937300853,51.42,94.08999999999999
5,4.330021672371107,53.5,94.94
6,4.292246965261606,56.42,95.92
7,4.264575206316435,57.37,96.00999999999999
8,4.245652378522433,60.160000000000004,96.61999999999999
9,4.223755698326307,60.23,96.81
10,4.209039681997055,61.35,96.89
