epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
61,2.1359873035430907,24.8,77.12,2.1701158164978027,21.5,73.05
62,2.11273995552063,27.58,79.16,2.165952745437622,20.59,74.62
63,2.1186367057800295,27.48,78.4,2.1820098793029783,21.279999999999998,71.33
64,2.1180333854675295,27.12,77.75999999999999,2.1610163566589358,23.28,72.89999999999999
65,2.115575130844116,28.76,78.42,2.1656607292175294,22.97,72.34
66,2.113182052612305,27.98,78.72,2.145382484436035,23.52,75.98
67,2.103271658325195,29.099999999999998,80.38,2.1776562622070315,21.85,71.39999999999999
68,2.137519277191162,25.28,76.18,2.1490639892578125,24.23,75.22
69,2.1035661010742186,29.32,79.44,2.15715578956604,24.08,73.00999999999999
70,2.101025232696533,29.42,80.12,2.148921110534668,24.54,74.96000000000001
71,2.1063824089050294,28.74,79.54,2.154468428039551,23.119999999999997,74.79
72,2.108584356689453,28.68,79.38,2.14665797958374,24.59,75.14
73,2.1043749732971193,29.48,79.58,2.1696437927246093,22.71,73.18
74,2.111932720565796,28.68,78.78,2.161901754760742,23.61,73.8
75,2.1027055339813234,28.96,80.14,2.1770267913818357,17.37,74.46000000000001
76,2.1361411098480225,24.46,77.60000000000001,2.1560054676055906,22.62,75.08
77,2.1065869117736815,28.599999999999998,79.72,2.1491647617340086,23.35,75.53999999999999
78,2.09385982131958,29.7,80.32000000000001,2.159863320159912,22.81,74.72999999999999
79,2.0989993537902834,29.299999999999997,79.94,2.1623271129608153,22.54,73.96000000000001
80,2.104731926345825,28.58,80.10000000000001,2.159422880935669,23.330000000000002,74.05000000000001
81,2.1021622650146483,28.9,80.06,2.1495309902191164,23.75,75.48
82,2.101190957260132,29.64,79.4,2.174492727279663,20.76,72.87
83,2.1187806369781494,27.6,78.3,2.159428937530518,22.29,74.57000000000001
84,2.1120015186309815,28.64,78.82000000000001,2.153716389465332,24.11,73.7
85,2.1002838871002196,29.7,80.38,2.1407390068054197,24.610000000000003,75.97
86,2.090628176879883,30.3,81.10000000000001,2.1665561874389647,22.41,73.76
87,2.113351400756836,28.26,79.47999999999999,2.159712483215332,22.2,75.33999999999999
88,2.1292542846679687,25.0,79.16,2.1496838333129884,24.27,75.02
89,2.1013069019317627,29.54,79.4,2.1670797161102295,22.95,72.46000000000001
90,2.1089472366333006,28.76,79.03999999999999,2.176672431945801,19.84,73.39
91,2.111356845855713,28.060000000000002,79.9,2.14604101600647,24.73,74.92999999999999
92,2.0992390895843505,28.860000000000003,80.32000000000001,2.1575357055664064,22.96,74.44
93,2.1113528602600096,27.82,79.12,2.1816267993927,21.63,71.27
94,2.1039987907409667,29.24,79.72,2.1441690593719485,24.610000000000003,76.03
95,2.085200736236572,30.94,80.64,2.156153742980957,23.22,74.24
96,2.0965603927612304,29.12,80.52,2.1450123107910155,24.490000000000002,75.24
97,2.083748401260376,31.06,81.74,2.1488036808013917,24.81,74.98
98,2.085404821395874,31.36,81.44,2.1517444396972656,24.16,74.33999999999999
99,2.0938604484558105,30.7,80.06,2.158221697998047,22.03,74.37
100,2.098005637741089,29.099999999999998,80.02,2.158913547134399,22.919999999999998,74.45
